H1	H2
ScomH1c03g0012013	ScomH2c03g0011914
ScomH1c03g0012015	ScomH2c03g0011916
ScomH1c03g0012016	ScomH2c03g0011917
ScomH1c03g0012017	ScomH2c03g0011919
ScomH1c03g0012019	ScomH2c03g0011921
ScomH1c03g0012020	ScomH2c03g0011922
ScomH1c03g0012021	ScomH2c03g0011923
ScomH1c03g0012022	ScomH2c03g0011924
ScomH1c03g0012023	ScomH2c03g0011925
ScomH1c03g0012024	ScomH2c03g0011926
ScomH1c03g0012025	ScomH2c03g0011927
ScomH1c03g0012027	ScomH2c03g0011928
ScomH1c03g0012029	ScomH2c03g0011929
ScomH1c03g0012030	ScomH2c03g0011930
ScomH1c03g0012032	ScomH2c03g0011932
ScomH1c03g0012033	ScomH2c03g0011933
ScomH1c03g0012034	ScomH2c03g0011934
ScomH1c03g0012035	ScomH2c03g0011935
ScomH1c03g0012036	ScomH2c03g0011936
ScomH1c03g0012037	ScomH2c03g0011937
ScomH1c03g0012039	ScomH2c03g0011939
ScomH1c03g0012040	ScomH2c03g0011940
ScomH1c03g0012041	ScomH2c03g0011941
ScomH1c03g0012042	ScomH2c03g0011942
ScomH1c03g0012043	ScomH2c03g0011943
ScomH1c03g0012044	ScomH2c03g0011944
ScomH1c03g0012045	ScomH2c03g0011945
ScomH1c03g0012049	ScomH2c03g0011947
ScomH1c03g0012050	ScomH2c03g0011948
ScomH1c03g0012051	ScomH2c03g0011949
ScomH1c03g0012053	ScomH2c03g0011951
ScomH1c03g0012054	ScomH2c03g0011952
ScomH1c03g0012055	ScomH2c03g0011953
ScomH1c03g0012057	ScomH2c03g0011955
ScomH1c03g0012058	ScomH2c03g0011956
ScomH1c03g0012059	ScomH2c03g0011957
ScomH1c03g0012061	ScomH2c03g0011959
ScomH1c03g0012062	ScomH2c03g0011960
ScomH1c03g0012064	ScomH2c03g0011963
ScomH1c03g0012065	ScomH2c03g0011964
ScomH1c03g0012066	ScomH2c03g0011965
ScomH1c03g0012068	ScomH2c03g0011967
ScomH1c03g0012069	ScomH2c03g0011968
ScomH1c03g0012070	ScomH2c03g0011969
ScomH1c03g0012071	ScomH2c03g0011970
ScomH1c03g0012072	ScomH2c03g0011971
ScomH1c03g0012073	ScomH2c03g0011972
ScomH1c03g0012074	ScomH2c03g0011973
ScomH1c03g0012075	ScomH2c03g0011974
ScomH1c03g0012076	ScomH2c03g0011975
ScomH1c03g0012078	ScomH2c03g0011977
ScomH1c03g0012079	ScomH2c03g0011978
ScomH1c03g0012080	ScomH2c03g0011979
ScomH1c03g0012081	ScomH2c03g0011980
ScomH1c03g0012082	ScomH2c03g0011981
ScomH1c03g0012083	ScomH2c03g0011982
ScomH1c03g0012084	ScomH2c03g0011983
ScomH1c03g0012085	ScomH2c03g0011984
ScomH1c03g0012086	ScomH2c03g0011985
ScomH1c03g0012087	ScomH2c03g0011986
ScomH1c03g0012089	ScomH2c03g0011988
ScomH1c03g0012088	ScomH2c03g0011987
ScomH1c03g0012090	ScomH2c03g0011989
ScomH1c03g0012091	ScomH2c03g0011990
ScomH1c03g0012092	ScomH2c03g0011991
ScomH1c03g0012093	ScomH2c03g0011992
ScomH1c03g0012094	ScomH2c03g0011993
ScomH1c03g0012095	ScomH2c03g0011994
ScomH1c03g0012096	ScomH2c03g0011995
ScomH1c03g0012097	ScomH2c03g0011996
ScomH1c03g0012098	ScomH2c03g0011997
ScomH1c03g0012100	ScomH2c03g0011998
ScomH1c03g0012101	ScomH2c03g0011999
ScomH1c03g0012102	ScomH2c03g0012000
ScomH1c03g0012103	ScomH2c03g0012001
ScomH1c03g0012104	ScomH2c03g0012002
ScomH1c03g0012105	ScomH2c03g0012003
ScomH1c03g0012106	ScomH2c03g0012004
ScomH1c03g0012107	ScomH2c03g0012005
ScomH1c03g0012108	ScomH2c03g0012007
ScomH1c03g0012109	ScomH2c03g0012008
ScomH1c03g0012111	ScomH2c03g0012009
ScomH1c03g0012112	ScomH2c03g0012010
ScomH1c03g0012113	ScomH2c03g0012011
ScomH1c03g0012114	ScomH2c03g0012012
ScomH1c03g0012115	ScomH2c03g0012013
ScomH1c03g0012116	ScomH2c03g0012014
ScomH1c03g0012117	ScomH2c03g0012015
ScomH1c03g0012118	ScomH2c03g0012016
ScomH1c03g0012119	ScomH2c03g0012017
ScomH1c03g0012120	ScomH2c03g0012018
ScomH1c03g0012121	ScomH2c03g0012019
ScomH1c03g0012122	ScomH2c03g0012020
ScomH1c03g0012123	ScomH2c03g0012021
ScomH1c03g0012131	ScomH2c03g0012022
ScomH1c03g0012136	ScomH2c03g0012023
ScomH1c03g0012137	ScomH2c03g0012024
ScomH1c03g0012139	ScomH2c03g0012025
ScomH1c03g0012143	ScomH2c03g0012029
ScomH1c03g0012144	ScomH2c03g0012030
ScomH1c03g0012145	ScomH2c03g0012031
ScomH1c03g0012146	ScomH2c03g0012032
ScomH1c03g0012147	ScomH2c03g0012033
ScomH1c03g0012148	ScomH2c03g0012034
ScomH1c03g0012149	ScomH2c03g0012035
ScomH1c03g0012150	ScomH2c03g0012036
ScomH1c03g0012151	ScomH2c03g0012037
ScomH1c03g0012152	ScomH2c03g0012038
ScomH1c03g0012153	ScomH2c03g0012039
ScomH1c03g0012154	ScomH2c03g0012040
ScomH1c03g0012155	ScomH2c03g0012041
ScomH1c03g0012156	ScomH2c03g0012042
ScomH1c03g0012157	ScomH2c03g0012043
ScomH1c03g0012158	ScomH2c03g0012044
ScomH1c03g0012160	ScomH2c03g0012046
ScomH1c03g0012161	ScomH2c03g0012047
ScomH1c03g0012163	ScomH2c03g0012049
ScomH1c03g0012164	ScomH2c03g0012050
ScomH1c03g0012165	ScomH2c03g0012051
ScomH1c03g0012166	ScomH2c03g0012052
ScomH1c03g0012168	ScomH2c03g0012054
ScomH1c03g0012169	ScomH2c03g0012055
ScomH1c03g0012170	ScomH2c03g0012056
ScomH1c03g0012171	ScomH2c03g0012057
ScomH1c03g0012172	ScomH2c03g0012058
ScomH1c03g0012173	ScomH2c03g0012059
ScomH1c03g0012174	ScomH2c03g0012060
ScomH1c03g0012176	ScomH2c03g0012062
ScomH1c03g0012177	ScomH2c03g0012063
ScomH1c03g0012178	ScomH2c03g0012064
ScomH1c03g0012179	ScomH2c03g0012065
ScomH1c03g0012181	ScomH2c03g0012066
ScomH1c03g0012182	ScomH2c03g0012067
ScomH1c03g0012183	ScomH2c03g0012068
ScomH1c03g0012184	ScomH2c03g0012069
ScomH1c03g0012186	ScomH2c03g0012070
ScomH1c03g0012188	ScomH2c03g0012073
ScomH1c03g0012189	ScomH2c03g0012074
ScomH1c03g0012190	ScomH2c03g0012075
ScomH1c03g0012191	ScomH2c03g0012076
ScomH1c03g0012192	ScomH2c03g0012077
ScomH1c03g0012193	ScomH2c03g0012078
ScomH1c03g0012194	ScomH2c03g0012079
ScomH1c03g0012195	ScomH2c03g0012080
ScomH1c03g0012196	ScomH2c03g0012081
ScomH1c03g0012197	ScomH2c03g0012082
ScomH1c03g0012198	ScomH2c03g0012083
ScomH1c03g0012199	ScomH2c03g0012084
ScomH1c03g0012200	ScomH2c03g0012085
ScomH1c03g0012201	ScomH2c03g0012086
ScomH1c03g0012202	ScomH2c03g0012087
ScomH1c03g0012203	ScomH2c03g0012088
ScomH1c03g0012204	ScomH2c03g0012089
ScomH1c03g0012205	ScomH2c03g0012090
ScomH1c03g0012206	ScomH2c03g0012091
ScomH1c03g0012207	ScomH2c03g0012092
ScomH1c03g0012208	ScomH2c03g0012093
ScomH1c03g0012209	ScomH2c03g0012094
ScomH1c03g0012210	ScomH2c03g0012095
ScomH1c03g0012211	ScomH2c03g0012096
ScomH1c03g0012212	ScomH2c03g0012097
ScomH1c03g0012213	ScomH2c03g0012098
ScomH1c03g0012214	ScomH2c03g0012099
ScomH1c03g0012215	ScomH2c03g0012100
ScomH1c03g0012216	ScomH2c03g0012101
ScomH1c03g0012217	ScomH2c03g0012102
ScomH1c03g0012218	ScomH2c03g0012103
ScomH1c03g0012219	ScomH2c03g0012104
ScomH1c03g0012221	ScomH2c03g0012105
ScomH1c03g0012223	ScomH2c03g0012106
ScomH1c03g0012224	ScomH2c03g0012107
ScomH1c03g0012225	ScomH2c03g0012108
ScomH1c03g0012226	ScomH2c03g0012109
ScomH1c03g0012227	ScomH2c03g0012110
ScomH1c03g0012228	ScomH2c03g0012111
ScomH1c03g0012229	ScomH2c03g0012112
ScomH1c03g0012230	ScomH2c03g0012113
ScomH1c03g0012231	ScomH2c03g0012114
ScomH1c03g0012232	ScomH2c03g0012115
ScomH1c03g0012233	ScomH2c03g0012116
ScomH1c03g0012234	ScomH2c03g0012118
ScomH1c03g0012236	ScomH2c03g0012119
ScomH1c03g0012238	ScomH2c03g0012121
ScomH1c03g0012239	ScomH2c03g0012122
ScomH1c03g0012240	ScomH2c03g0012123
ScomH1c03g0012241	ScomH2c03g0012124
ScomH1c03g0012242	ScomH2c03g0012125
ScomH1c03g0012243	ScomH2c03g0012126
ScomH1c03g0012244	ScomH2c03g0012127
ScomH1c03g0012245	ScomH2c03g0012128
ScomH1c03g0012246	ScomH2c03g0012129
ScomH1c03g0012247	ScomH2c03g0012130
ScomH1c03g0012248	ScomH2c03g0012131
ScomH1c03g0012249	ScomH2c03g0012132
ScomH1c03g0012250	ScomH2c03g0012133
ScomH1c03g0012251	ScomH2c03g0012134
ScomH1c03g0012252	ScomH2c03g0012135
ScomH1c03g0012254	ScomH2c03g0012137
ScomH1c03g0012255	ScomH2c03g0012138
ScomH1c03g0012256	ScomH2c03g0012139
ScomH1c03g0012257	ScomH2c03g0012140
ScomH1c03g0012258	ScomH2c03g0012141
ScomH1c03g0012259	ScomH2c03g0012142
ScomH1c03g0012260	ScomH2c03g0012143
ScomH1c03g0012263	ScomH2c03g0012145
ScomH1c03g0012264	ScomH2c03g0012146
ScomH1c03g0012265	ScomH2c03g0012147
ScomH1c03g0012267	ScomH2c03g0012149
ScomH1c03g0012268	ScomH2c03g0012150
ScomH1c03g0012269	ScomH2c03g0012151
ScomH1c03g0012270	ScomH2c03g0012153
ScomH1c03g0012271	ScomH2c03g0012154
ScomH1c03g0012272	ScomH2c03g0012155
ScomH1c03g0012273	ScomH2c03g0012156
ScomH1c03g0012274	ScomH2c03g0012157
ScomH1c03g0012275	ScomH2c03g0012158
ScomH1c03g0012277	ScomH2c03g0012160
ScomH1c03g0012279	ScomH2c03g0012162
ScomH1c03g0012283	ScomH2c03g0012163
ScomH1c03g0012284	ScomH2c03g0012165
ScomH1c03g0012286	ScomH2c03g0012168
ScomH1c03g0012287	ScomH2c03g0012169
ScomH1c03g0012290	ScomH2c03g0012173
ScomH1c03g0012292	ScomH2c03g0012175
ScomH1c03g0012293	ScomH2c03g0012176
ScomH1c03g0012294	ScomH2c03g0012177
ScomH1c03g0012295	ScomH2c03g0012178
ScomH1c03g0012296	ScomH2c03g0012179
ScomH1c03g0012297	ScomH2c03g0012180
ScomH1c03g0012299	ScomH2c03g0012182
ScomH1c03g0012300	ScomH2c03g0012183
ScomH1c03g0012301	ScomH2c03g0012184
ScomH1c03g0012302	ScomH2c03g0012185
ScomH1c03g0012303	ScomH2c03g0012186
ScomH1c03g0012304	ScomH2c03g0012187
ScomH1c03g0012305	ScomH2c03g0012188
ScomH1c03g0012306	ScomH2c03g0012189
ScomH1c03g0012308	ScomH2c03g0012190
ScomH1c03g0012309	ScomH2c03g0012191
ScomH1c03g0012310	ScomH2c03g0012192
ScomH1c03g0012311	ScomH2c03g0012193
ScomH1c03g0012314	ScomH2c03g0012196
ScomH1c03g0012315	ScomH2c03g0012197
ScomH1c03g0012316	ScomH2c03g0012198
ScomH1c03g0012317	ScomH2c03g0012199
ScomH1c03g0012318	ScomH2c03g0012200
ScomH1c03g0012320	ScomH2c03g0012202
ScomH1c03g0012321	ScomH2c03g0012203
ScomH1c03g0012322	ScomH2c03g0012204
ScomH1c03g0012324	ScomH2c03g0012205
ScomH1c03g0012325	ScomH2c03g0012206
ScomH1c03g0012326	ScomH2c03g0012207
ScomH1c03g0012327	ScomH2c03g0012208
ScomH1c03g0012328	ScomH2c03g0012209
ScomH1c03g0012329	ScomH2c03g0012210
ScomH1c03g0012330	ScomH2c03g0012211
ScomH1c03g0012331	ScomH2c03g0012212
ScomH1c03g0012333	ScomH2c03g0012214
ScomH1c03g0012336	ScomH2c03g0012217
ScomH1c03g0012337	ScomH2c03g0012218
ScomH1c03g0012338	ScomH2c03g0012219
ScomH1c03g0012339	ScomH2c03g0012220
ScomH1c03g0012340	ScomH2c03g0012221
ScomH1c03g0012342	ScomH2c03g0012223
ScomH1c03g0012343	ScomH2c03g0012224
ScomH1c03g0012344	ScomH2c03g0012225
ScomH1c03g0012345	ScomH2c03g0012226
ScomH1c03g0012346	ScomH2c03g0012227
ScomH1c03g0012348	ScomH2c03g0012229
ScomH1c03g0012349	ScomH2c03g0012230
ScomH1c03g0012350	ScomH2c03g0012231
ScomH1c03g0012351	ScomH2c03g0012232
ScomH1c03g0012352	ScomH2c03g0012233
ScomH1c03g0012353	ScomH2c03g0012234
ScomH1c03g0012354	ScomH2c03g0012235
ScomH1c03g0012355	ScomH2c03g0012236
ScomH1c03g0012356	ScomH2c03g0012237
ScomH1c03g0012357	ScomH2c03g0012238
ScomH1c03g0012360	ScomH2c03g0012239
ScomH1c03g0012361	ScomH2c03g0012242
ScomH1c03g0012363	ScomH2c03g0012244
ScomH1c03g0012364	ScomH2c03g0012245
ScomH1c03g0012366	ScomH2c03g0012246
ScomH1c03g0012367	ScomH2c03g0012247
ScomH1c03g0012370	ScomH2c03g0012252
ScomH1c03g0012371	ScomH2c03g0012253
ScomH1c03g0012372	ScomH2c03g0012254
ScomH1c03g0012374	ScomH2c03g0012256
ScomH1c03g0012375	ScomH2c03g0012257
ScomH1c03g0012376	ScomH2c03g0012258
ScomH1c03g0012377	ScomH2c03g0012259
ScomH1c03g0012380	ScomH2c03g0012260
ScomH1c03g0012384	ScomH2c03g0012265
ScomH1c03g0012386	ScomH2c03g0012267
ScomH1c03g0012387	ScomH2c03g0012268
ScomH1c03g0012389	ScomH2c03g0012270
ScomH1c03g0012390	ScomH2c03g0012271
ScomH1c03g0012391	ScomH2c03g0012272
ScomH1c03g0012392	ScomH2c03g0012273
ScomH1c03g0012395	ScomH2c03g0012276
ScomH1c03g0012396	ScomH2c03g0012277
ScomH1c03g0012400	ScomH2c03g0012278
ScomH1c03g0012401	ScomH2c03g0012279
ScomH1c03g0012402	ScomH2c03g0012280
ScomH1c03g0012403	ScomH2c03g0012281
ScomH1c03g0012405	ScomH2c03g0012282
ScomH1c03g0012406	ScomH2c03g0012283
ScomH1c03g0012407	ScomH2c03g0012284
ScomH1c03g0012408	ScomH2c03g0012285
ScomH1c03g0012410	ScomH2c03g0012287
ScomH1c03g0012411	ScomH2c03g0012288
ScomH1c03g0012412	ScomH2c03g0012289
ScomH1c03g0012413	ScomH2c03g0012290
ScomH1c03g0012414	ScomH2c03g0012292
ScomH1c03g0012415	ScomH2c03g0012293
ScomH1c03g0012417	ScomH2c03g0012295
ScomH1c03g0012418	ScomH2c03g0012296
ScomH1c03g0012419	ScomH2c03g0012297
ScomH1c03g0012420	ScomH2c03g0012298
ScomH1c03g0012421	ScomH2c03g0012299
ScomH1c03g0012422	ScomH2c03g0012300
ScomH1c03g0012423	ScomH2c03g0012301
ScomH1c03g0012424	ScomH2c03g0012302
ScomH1c03g0012425	ScomH2c03g0012303
ScomH1c03g0012426	ScomH2c03g0012304
ScomH1c03g0012427	ScomH2c03g0012305
ScomH1c03g0012428	ScomH2c03g0012306
ScomH1c03g0012431	ScomH2c03g0012309
ScomH1c03g0012432	ScomH2c03g0012310
ScomH1c03g0012433	ScomH2c03g0012311
ScomH1c03g0012434	ScomH2c03g0012312
ScomH1c03g0012435	ScomH2c03g0012313
ScomH1c03g0012436	ScomH2c03g0012314
ScomH1c03g0012437	ScomH2c03g0012315
ScomH1c03g0012438	ScomH2c03g0012316
ScomH1c03g0012439	ScomH2c03g0012317
ScomH1c03g0012440	ScomH2c03g0012318
ScomH1c03g0012441	ScomH2c03g0012319
ScomH1c03g0012442	ScomH2c03g0012320
ScomH1c03g0012444	ScomH2c03g0012322
ScomH1c03g0012445	ScomH2c03g0012323
ScomH1c03g0012446	ScomH2c03g0012324
ScomH1c03g0012447	ScomH2c03g0012325
ScomH1c03g0012448	ScomH2c03g0012326
ScomH1c03g0012451	ScomH2c03g0012328
ScomH1c03g0012452	ScomH2c03g0012329
ScomH1c03g0012454	ScomH2c03g0012331
ScomH1c03g0012455	ScomH2c03g0012332
ScomH1c03g0012456	ScomH2c03g0012333
ScomH1c03g0012457	ScomH2c03g0012335
ScomH1c03g0012458	ScomH2c03g0012337
ScomH1c03g0012459	ScomH2c03g0012338
ScomH1c03g0012462	ScomH2c03g0012340
ScomH1c03g0012463	ScomH2c03g0012341
ScomH1c03g0012464	ScomH2c03g0012342
ScomH1c03g0012466	ScomH2c03g0012344
ScomH1c03g0012471	ScomH2c03g0012345
ScomH1c03g0012472	ScomH2c03g0012346
ScomH1c03g0008607	ScomH2c03g0008484
ScomH1c03g0008609	ScomH2c03g0008487
ScomH1c03g0008610	ScomH2c03g0008488
ScomH1c03g0008611	ScomH2c03g0008489
ScomH1c03g0008612	ScomH2c03g0008490
ScomH1c03g0008613	ScomH2c03g0008491
ScomH1c03g0008614	ScomH2c03g0008492
ScomH1c03g0008615	ScomH2c03g0008493
ScomH1c03g0008616	ScomH2c03g0008494
ScomH1c03g0008618	ScomH2c03g0008496
ScomH1c03g0008620	ScomH2c03g0008498
ScomH1c03g0008621	ScomH2c03g0008499
ScomH1c03g0008622	ScomH2c03g0008500
ScomH1c03g0008623	ScomH2c03g0008501
ScomH1c03g0008624	ScomH2c03g0008505
ScomH1c03g0008625	ScomH2c03g0008506
ScomH1c03g0008628	ScomH2c03g0008509
ScomH1c03g0008629	ScomH2c03g0008510
ScomH1c03g0008630	ScomH2c03g0008511
ScomH1c03g0008631	ScomH2c03g0008512
ScomH1c03g0008632	ScomH2c03g0008514
ScomH1c03g0008633	ScomH2c03g0008515
ScomH1c03g0008636	ScomH2c03g0008518
ScomH1c03g0008634	ScomH2c03g0008516
ScomH1c03g0008635	ScomH2c03g0008517
ScomH1c03g0008637	ScomH2c03g0008519
ScomH1c03g0008638	ScomH2c03g0008520
ScomH1c03g0008640	ScomH2c03g0008521
ScomH1c03g0008641	ScomH2c03g0008523
ScomH1c03g0008642	ScomH2c03g0008524
ScomH1c03g0008643	ScomH2c03g0008525
ScomH1c03g0008644	ScomH2c03g0008526
ScomH1c03g0008645	ScomH2c03g0008527
ScomH1c03g0008646	ScomH2c03g0008528
ScomH1c03g0008647	ScomH2c03g0008529
ScomH1c03g0008648	ScomH2c03g0008530
ScomH1c03g0008649	ScomH2c03g0008531
ScomH1c03g0008650	ScomH2c03g0008532
ScomH1c03g0008651	ScomH2c03g0008533
ScomH1c03g0008652	ScomH2c03g0008534
ScomH1c03g0008653	ScomH2c03g0008535
ScomH1c03g0008655	ScomH2c03g0008537
ScomH1c03g0008656	ScomH2c03g0008538
ScomH1c03g0008657	ScomH2c03g0008539
ScomH1c03g0008658	ScomH2c03g0008540
ScomH1c03g0008659	ScomH2c03g0008541
ScomH1c03g0008660	ScomH2c03g0008542
ScomH1c03g0008661	ScomH2c03g0008543
ScomH1c03g0008662	ScomH2c03g0008544
ScomH1c03g0008663	ScomH2c03g0008545
ScomH1c03g0008664	ScomH2c03g0008546
ScomH1c03g0008665	ScomH2c03g0008547
ScomH1c03g0008667	ScomH2c03g0008548
ScomH1c03g0008668	ScomH2c03g0008549
ScomH1c03g0008669	ScomH2c03g0008550
ScomH1c03g0008670	ScomH2c03g0008551
ScomH1c03g0008671	ScomH2c03g0008552
ScomH1c03g0008673	ScomH2c03g0008554
ScomH1c03g0008674	ScomH2c03g0008555
ScomH1c03g0008675	ScomH2c03g0008556
ScomH1c03g0008676	ScomH2c03g0008557
ScomH1c03g0008677	ScomH2c03g0008558
ScomH1c03g0008678	ScomH2c03g0008559
ScomH1c03g0008679	ScomH2c03g0008560
ScomH1c03g0008680	ScomH2c03g0008561
ScomH1c03g0008681	ScomH2c03g0008562
ScomH1c03g0008682	ScomH2c03g0008563
ScomH1c03g0008683	ScomH2c03g0008564
ScomH1c03g0008684	ScomH2c03g0008565
ScomH1c03g0008685	ScomH2c03g0008566
ScomH1c03g0008686	ScomH2c03g0008567
ScomH1c03g0008687	ScomH2c03g0008568
ScomH1c03g0008688	ScomH2c03g0008570
ScomH1c03g0008690	ScomH2c03g0008571
ScomH1c03g0008691	ScomH2c03g0008572
ScomH1c03g0008692	ScomH2c03g0008573
ScomH1c03g0008693	ScomH2c03g0008574
ScomH1c03g0008694	ScomH2c03g0008575
ScomH1c03g0008698	ScomH2c03g0008580
ScomH1c03g0008699	ScomH2c03g0008582
ScomH1c03g0008700	ScomH2c03g0008584
ScomH1c03g0008701	ScomH2c03g0008585
ScomH1c03g0008702	ScomH2c03g0008586
ScomH1c03g0008703	ScomH2c03g0008587
ScomH1c03g0008704	ScomH2c03g0008588
ScomH1c03g0008705	ScomH2c03g0008589
ScomH1c03g0008706	ScomH2c03g0008590
ScomH1c03g0008707	ScomH2c03g0008591
ScomH1c03g0008709	ScomH2c03g0008593
ScomH1c03g0008710	ScomH2c03g0008595
ScomH1c03g0008711	ScomH2c03g0008596
ScomH1c03g0008712	ScomH2c03g0008597
ScomH1c03g0008715	ScomH2c03g0008598
ScomH1c03g0008716	ScomH2c03g0008599
ScomH1c03g0008717	ScomH2c03g0008600
ScomH1c03g0008718	ScomH2c03g0008601
ScomH1c03g0008720	ScomH2c03g0008602
ScomH1c03g0008721	ScomH2c03g0008603
ScomH1c03g0008723	ScomH2c03g0008605
ScomH1c03g0008724	ScomH2c03g0008606
ScomH1c03g0008725	ScomH2c03g0008607
ScomH1c03g0008727	ScomH2c03g0008609
ScomH1c03g0008729	ScomH2c03g0008610
ScomH1c03g0008730	ScomH2c03g0008611
ScomH1c03g0008733	ScomH2c03g0008612
ScomH1c03g0008734	ScomH2c03g0008613
ScomH1c03g0008735	ScomH2c03g0008615
ScomH1c03g0008737	ScomH2c03g0008618
ScomH1c03g0008739	ScomH2c03g0008619
ScomH1c03g0008740	ScomH2c03g0008620
ScomH1c03g0008741	ScomH2c03g0008621
ScomH1c03g0008744	ScomH2c03g0008622
ScomH1c03g0008755	ScomH2c03g0008625
ScomH1c03g0008756	ScomH2c03g0008626
ScomH1c03g0008757	ScomH2c03g0008629
ScomH1c03g0008760	ScomH2c03g0008631
ScomH1c03g0008762	ScomH2c03g0008632
ScomH1c03g0008764	ScomH2c03g0008637
ScomH1c03g0008766	ScomH2c03g0008639
ScomH1c03g0008768	ScomH2c03g0008640
ScomH1c03g0008769	ScomH2c03g0008641
ScomH1c03g0008771	ScomH2c03g0008643
ScomH1c03g0008770	ScomH2c03g0008642
ScomH1c03g0008772	ScomH2c03g0008644
ScomH1c03g0008773	ScomH2c03g0008646
ScomH1c03g0008774	ScomH2c03g0008647
ScomH1c03g0008775	ScomH2c03g0008648
ScomH1c03g0008776	ScomH2c03g0008649
ScomH1c03g0008777	ScomH2c03g0008650
ScomH1c03g0008779	ScomH2c03g0008652
ScomH1c03g0008780	ScomH2c03g0008653
ScomH1c03g0008781	ScomH2c03g0008654
ScomH1c03g0008783	ScomH2c03g0008656
ScomH1c03g0008784	ScomH2c03g0008657
ScomH1c03g0008786	ScomH2c03g0008659
ScomH1c03g0008787	ScomH2c03g0008660
ScomH1c03g0008788	ScomH2c03g0008661
ScomH1c03g0008789	ScomH2c03g0008662
ScomH1c03g0008790	ScomH2c03g0008663
ScomH1c03g0008793	ScomH2c03g0008666
ScomH1c03g0008794	ScomH2c03g0008667
ScomH1c03g0008795	ScomH2c03g0008668
ScomH1c03g0008797	ScomH2c03g0008670
ScomH1c03g0008798	ScomH2c03g0008671
ScomH1c03g0008799	ScomH2c03g0008672
ScomH1c03g0008800	ScomH2c03g0008673
ScomH1c03g0008801	ScomH2c03g0008674
ScomH1c03g0008802	ScomH2c03g0008675
ScomH1c03g0008803	ScomH2c03g0008676
ScomH1c03g0008804	ScomH2c03g0008677
ScomH1c03g0008805	ScomH2c03g0008678
ScomH1c03g0008806	ScomH2c03g0008679
ScomH1c03g0008808	ScomH2c03g0008681
ScomH1c03g0008809	ScomH2c03g0008682
ScomH1c03g0008810	ScomH2c03g0008683
ScomH1c03g0008811	ScomH2c03g0008684
ScomH1c03g0008812	ScomH2c03g0008685
ScomH1c03g0008813	ScomH2c03g0008686
ScomH1c03g0008815	ScomH2c03g0008687
ScomH1c03g0008816	ScomH2c03g0008688
ScomH1c03g0008819	ScomH2c03g0008691
ScomH1c03g0008820	ScomH2c03g0008692
ScomH1c03g0008821	ScomH2c03g0008693
ScomH1c03g0008822	ScomH2c03g0008694
ScomH1c03g0008823	ScomH2c03g0008695
ScomH1c03g0008824	ScomH2c03g0008696
ScomH1c03g0008825	ScomH2c03g0008697
ScomH1c03g0008826	ScomH2c03g0008698
ScomH1c03g0008827	ScomH2c03g0008699
ScomH1c03g0008828	ScomH2c03g0008700
ScomH1c03g0008830	ScomH2c03g0008703
ScomH1c03g0008831	ScomH2c03g0008704
ScomH1c03g0008832	ScomH2c03g0008705
ScomH1c03g0008835	ScomH2c03g0008708
ScomH1c03g0008836	ScomH2c03g0008709
ScomH1c03g0008837	ScomH2c03g0008710
ScomH1c03g0008838	ScomH2c03g0008711
ScomH1c03g0008839	ScomH2c03g0008712
ScomH1c03g0008840	ScomH2c03g0008713
ScomH1c03g0008841	ScomH2c03g0008714
ScomH1c03g0008844	ScomH2c03g0008715
ScomH1c03g0008847	ScomH2c03g0008719
ScomH1c03g0008848	ScomH2c03g0008720
ScomH1c03g0008849	ScomH2c03g0008721
ScomH1c03g0008850	ScomH2c03g0008723
ScomH1c03g0008851	ScomH2c03g0008724
ScomH1c03g0008852	ScomH2c03g0008725
ScomH1c03g0008853	ScomH2c03g0008726
ScomH1c03g0008854	ScomH2c03g0008727
ScomH1c03g0008856	ScomH2c03g0008729
ScomH1c03g0008858	ScomH2c03g0008731
ScomH1c03g0008859	ScomH2c03g0008732
ScomH1c03g0008860	ScomH2c03g0008733
ScomH1c03g0008861	ScomH2c03g0008734
ScomH1c03g0008862	ScomH2c03g0008735
ScomH1c03g0008863	ScomH2c03g0008736
ScomH1c03g0008864	ScomH2c03g0008737
ScomH1c03g0008865	ScomH2c03g0008738
ScomH1c03g0008866	ScomH2c03g0008739
ScomH1c03g0008867	ScomH2c03g0008740
ScomH1c03g0008868	ScomH2c03g0008741
ScomH1c03g0008869	ScomH2c03g0008742
ScomH1c03g0008870	ScomH2c03g0008743
ScomH1c03g0008871	ScomH2c03g0008744
ScomH1c03g0008872	ScomH2c03g0008745
ScomH1c03g0008873	ScomH2c03g0008746
ScomH1c03g0008874	ScomH2c03g0008747
ScomH1c03g0008875	ScomH2c03g0008748
ScomH1c03g0008876	ScomH2c03g0008749
ScomH1c03g0008877	ScomH2c03g0008750
ScomH1c03g0008878	ScomH2c03g0008751
ScomH1c03g0008879	ScomH2c03g0008752
ScomH1c03g0008880	ScomH2c03g0008753
ScomH1c03g0008881	ScomH2c03g0008754
ScomH1c03g0008882	ScomH2c03g0008755
ScomH1c03g0008883	ScomH2c03g0008758
ScomH1c03g0008884	ScomH2c03g0008759
ScomH1c03g0008885	ScomH2c03g0008760
ScomH1c03g0008886	ScomH2c03g0008761
ScomH1c03g0008887	ScomH2c03g0008762
ScomH1c03g0008889	ScomH2c03g0008764
ScomH1c03g0008892	ScomH2c03g0008768
ScomH1c03g0008896	ScomH2c03g0008772
ScomH1c03g0008901	ScomH2c03g0008777
ScomH1c03g0008902	ScomH2c03g0008778
